scientific_name,family,genus,image_count,common_name,dataset_source,is_viable,is_recommended,class_id
Lethrinus lentjan,Lethrinidae,Lethrinus,18,Pink ear emperor,OzFish,False,False,343
Lethrinus erythracanthus,Lethrinidae,Lethrinus,18,,OzFish,False,False,344
Acanthurus nigrofuscus,Acanthuridae,Acanthurus,16,,OzFish,False,False,345
Acanthurus pyroferus,Acanthuridae,Acanthurus,16,,OzFish,False,False,346
Genicanthus lamarck,Pomacanthidae,Genicanthus,16,,OzFish,False,False,347
Epinephelus coioides,Serranidae,Epinephelus,16,Orange-spotted grouper,OzFish,False,False,348
Oxymonacanthus longirostris,Monacanthidae,Oxymonacanthus,16,,OzFish,False,False,349
Lutjanus russellii,Lutjanidae,Lutjanus,16,,OzFish,False,False,350
Neotrygon kuhlii,Dasyatidae,Neotrygon,16,,OzFish,False,False,351
Negaprion acutidens,Carcharhinidae,Negaprion,16,,OzFish,False,False,352
Chaetodon guttatissimus,Chaetodontidae,Chaetodon,16,,OzFish,False,False,353
Lethrinus harak,Lethrinidae,Lethrinus,16,,OzFish,False,False,354
Chaetodon meyeri,Chaetodontidae,Chaetodon,16,,OzFish,False,False,355
Cephalopholis sonnerati,Serranidae,Cephalopholis,16,,OzFish,False,False,356
Cirrhilabrus punctatus,Labridae,Cirrhilabrus,15,,OzFish,False,False,357
Gerres longirostris,Gerreidae,Gerres,14,,OzFish,False,False,358
Thalassoma jansenii,Labridae,Thalassoma,14,,OzFish,False,False,359
Ptereleotris microlepis,Microdesmidae,Ptereleotris,14,,OzFish,False,False,360
Epinephelus spilotoceps,Serranidae,Epinephelus,14,,OzFish,False,False,361
Chrysiptera biocellata,Pomacentridae,Chrysiptera,14,,OzFish,False,False,362
Chaetodon speculum,Chaetodontidae,Chaetodon,14,,OzFish,False,False,363
Labropsis australis,Labridae,Labropsis,14,,OzFish,False,False,364
Carangoides plagiotaenia,Carangidae,Carangoides,14,,OzFish,False,False,365
Lethrinus xanthochilus,Lethrinidae,Lethrinus,14,,OzFish,False,False,366
Hyporhamphus dussumieri,Hemiramphidae,Hyporhamphus,14,,OzFish,False,False,367
Platax teira,Ephippidae,Platax,14,,OzFish,False,False,368
Plectroglyphidodon dickii,Pomacentridae,Plectroglyphidodon,14,,OzFish,False,False,369
Suezichthys cyanolaemus,Labridae,Suezichthys,14,,OzFish,False,False,370
Amblypomacentrus breviceps,Pomacentridae,Amblypomacentrus,14,,OzFish,False,False,371
Bolbometopon muricatum,Scaridae,Bolbometopon,14,,OzFish,False,False,372
Forcipiger longirostris,Chaetodontidae,Forcipiger,13,,OzFish,False,False,373
Naso maculatus,Acanthuridae,Naso,12,,OzFish,False,False,374
Paraplotosus butleri,Plotosidae,Paraplotosus,12,,OzFish,False,False,375
Parupeneus macronemus,Mullidae,Parupeneus,12,,OzFish,False,False,376
Iniistius aneitensis,Labridae,Iniistius,12,,OzFish,False,False,377
Pentapodus aureofasciatus,Nemipteridae,Pentapodus,12,,OzFish,False,False,378
Priacanthus hamrur,Priacanthidae,Priacanthus,12,,OzFish,False,False,379
Plotosus lineatus,Plotosidae,Plotosus,12,,OzFish,False,False,380
Plectorhinchus picus,Haemulidae,Plectorhinchus,12,,OzFish,False,False,381
Chaetodon adiergastos,Chaetodontidae,Chaetodon,12,,OzFish,False,False,382
Anampses melanurus,Labridae,Anampses,12,,OzFish,False,False,383
Arothron caeruleopunctatus,Tetraodontidae,Arothron,12,,OzFish,False,False,384
Chaetodon melannotus,Chaetodontidae,Chaetodon,12,,OzFish,False,False,385
Epinephelus malabaricus,Serranidae,Epinephelus,12,Malabar grouper,OzFish,False,False,386
Plectorhinchus unicolor,Haemulidae,Plectorhinchus,12,,OzFish,False,False,387
Macropharyngodon meleagris,Labridae,Macropharyngodon,12,,OzFish,False,False,388
Gymnosarda unicolor,Scombridae,Gymnosarda,12,,OzFish,False,False,389
Pervagor janthinosoma,Monacanthidae,Pervagor,10,,OzFish,False,False,390
Pempheris adusta,Pempherididae,Pempheris,10,,OzFish,False,False,391
Leptojulis chrysotaenia,Labridae,Leptojulis,10,,OzFish,False,False,392
Plectorhinchus vittatus,Haemulidae,Plectorhinchus,10,,OzFish,False,False,393
Scaevius milii,Nemipteridae,Scaevius,10,,OzFish,False,False,394
Priacanthus blochii,Priacanthidae,Priacanthus,10,,OzFish,False,False,395
Epinephelus quoyanus,Serranidae,Epinephelus,10,,OzFish,False,False,396
Sargocentron spiniferum,Holocentridae,Sargocentron,10,,OzFish,False,False,397
Valenciennea muralis,Gobiidae,Valenciennea,10,,OzFish,False,False,398
Platax batavianus,Ephippidae,Platax,10,,OzFish,False,False,399
Pteragogus flagellifer,Labridae,Pteragogus,10,,OzFish,False,False,400
Stethojulis interrupta,Labridae,Stethojulis,10,,OzFish,False,False,401
Anyperodon leucogrammicus,Serranidae,Anyperodon,10,,OzFish,False,False,402
Diploprion bifasciatum,Grammistidae,Diploprion,10,,OzFish,False,False,403
Cirrhitichthys falco,Cirrhitidae,Cirrhitichthys,10,,OzFish,False,False,404
Carcharhinus albimarginatus,Carcharhinidae,Carcharhinus,10,,OzFish,False,False,405
Scolopsis lineata,Nemipteridae,Scolopsis,10,,OzFish,False,False,406
Scarus niger,Scaridae,Scarus,10,Swarthy parrotfish,OzFish,False,False,407
Chaetodon bennetti,Chaetodontidae,Chaetodon,10,,OzFish,False,False,408
Ostracion meleagris,Ostraciidae,Ostracion,10,,OzFish,False,False,409
Pempheris oualensis,Pempherididae,Pempheris,10,,OzFish,False,False,410
Pomacentrus nigromanus,Pomacentridae,Pomacentrus,8,,OzFish,False,False,411
Glaucostegus typus,Rhinobatidae,Glaucostegus,8,,OzFish,False,False,412
Plectroglyphidodon johnstonianus,Pomacentridae,Plectroglyphidodon,8,,OzFish,False,False,413
Halichoeres marginatus,Labridae,Halichoeres,8,,OzFish,False,False,414
Seriola rivoliana,Carangidae,Seriola,8,,OzFish,False,False,415
Taeniura lymma,Dasyatidae,Taeniura,8,,OzFish,False,False,416
Nebrius ferrugineus,Ginglymostomatidae,Nebrius,8,,OzFish,False,False,417
Valenciennea strigata,Gobiidae,Valenciennea,8,,OzFish,False,False,418
Amphiprion clarkii,Pomacentridae,Amphiprion,8,,OzFish,False,False,419
Canthigaster rivulata,Tetraodontidae,Canthigaster,8,,OzFish,False,False,420
Carangoides hedlandensis,Carangidae,Carangoides,8,,OzFish,False,False,421
Siganus stellatus,Siganidae,Siganus,8,,OzFish,False,False,422
Scolopsis affinis,Nemipteridae,Scolopsis,8,,OzFish,False,False,423
Scomberoides commersonnianus,Carangidae,Scomberoides,8,,OzFish,False,False,424
Epinephelus faveatus,Serranidae,Epinephelus,7,,OzFish,False,False,425
Labroides pectoralis,Labridae,Labroides,6,,OzFish,False,False,426
Lutjanus kasmira,Lutjanidae,Lutjanus,6,Common bluestripe snapper,OzFish,False,False,427
Neopomacentrus azysron,Pomacentridae,Neopomacentrus,6,,OzFish,False,False,428
Naso mcdadei,Acanthuridae,Naso,6,,OzFish,False,False,429
Acanthurus unicornis,Acanthuridae,Acanthurus,6,,OzFish,False,False,430
Labropsis xanthonota,Labridae,Labropsis,6,,OzFish,False,False,431
Eubalichthys caeruleoguttatus,Monacanthidae,Eubalichthys,6,,OzFish,False,False,432
Taeniurops meyeni,Dasyatidae,Taeniurops,6,,OzFish,False,False,433
Centropyge flavissima,Pomacanthidae,Centropyge,6,,OzFish,False,False,434
Scarus xanthopleura,Scaridae,Scarus,6,,OzFish,False,False,435
Selar boops,Carangidae,Selar,6,,OzFish,False,False,436
Caranx lugubris,Carangidae,Caranx,6,,OzFish,False,False,437
Stethojulis strigiventer,Labridae,Stethojulis,6,,OzFish,False,False,438
Plectorhinchus chaetodonoides,Haemulidae,Plectorhinchus,6,,OzFish,False,False,439
Canthigaster axiologus,Tetraodontidae,Canthigaster,6,,OzFish,False,False,440
Ptereleotris evides,Microdesmidae,Ptereleotris,6,,OzFish,False,False,441
Cirrhitichthys aprinus,Cirrhitidae,Cirrhitichthys,6,,OzFish,False,False,442
Epinephelus hexagonatus,Serranidae,Epinephelus,6,,OzFish,False,False,443
Gunnellichthys curiosus,Microdesmidae,Gunnellichthys,6,,OzFish,False,False,444
Epinephelus maculatus,Serranidae,Epinephelus,6,,OzFish,False,False,445
Chiloscyllium punctatum,Hemiscylliidae,Chiloscyllium,6,,OzFish,False,False,446
Plectorhinchus flavomaculatus,Haemulidae,Plectorhinchus,6,,OzFish,False,False,447
Chlorurus bleekeri,Scaridae,Chlorurus,6,,OzFish,False,False,448
Plagiotremus tapeinosoma,Blenniidae,Plagiotremus,6,,OzFish,False,False,449
Himantura fai,Dasyatidae,Himantura,6,,OzFish,False,False,450
Heniochus monoceros,Chaetodontidae,Heniochus,6,,OzFish,False,False,451
Hoplolatilus cuniculus,Malacanthidae,Hoplolatilus,4,,OzFish,False,False,452
Hemipristis elongata,Hemigaleidae,Hemipristis,4,,OzFish,False,False,453
Malacanthus latovittatus,Malacanthidae,Malacanthus,4,,OzFish,False,False,454
Paracirrhites hemistictus,Cirrhitidae,Paracirrhites,4,,OzFish,False,False,455
Acanthurus bariene,Acanthuridae,Acanthurus,4,,OzFish,False,False,456
Sufflamen chrysopterus,Balistidae,Sufflamen,4,,OzFish,False,False,457
Balistoides conspicillum,Balistidae,Balistoides,4,,OzFish,False,False,458
Amblyglyphidodon curacao,Pomacentridae,Amblyglyphidodon,4,,OzFish,False,False,459
Symphorichthys spilurus,Lutjanidae,Symphorichthys,4,,OzFish,False,False,460
Trachinotus baillonii,Carangidae,Trachinotus,4,,OzFish,False,False,461
Stegostoma fasciatum,Stegostomatidae,Stegostoma,4,,OzFish,False,False,462
Terapon jarbua,Terapontidae,Terapon,4,,OzFish,False,False,463
Carcharhinus coatesi,Carcharhinidae,Carcharhinus,4,,OzFish,False,False,464
Epinephelus corallicola,Serranidae,Epinephelus,4,,OzFish,False,False,465
Chaetodon selene,Chaetodontidae,Chaetodon,4,,OzFish,False,False,466
Chaetodermis penicilligerus,Monacanthidae,Chaetodermis,4,,OzFish,False,False,467
Cantherhines fronticinctus,Monacanthidae,Cantherhines,4,,OzFish,False,False,468
Chaetodon madagaskariensis,Chaetodontidae,Chaetodon,4,,OzFish,False,False,469
Cheilinus oxycephalus,Labridae,Cheilinus,4,,OzFish,False,False,470
Centropyge vrolikii,Pomacanthidae,Centropyge,4,,OzFish,False,False,471
Gymnothorax thrysoideus,Muraenidae,Gymnothorax,4,,OzFish,False,False,472
Halichoeres chrysus,Labridae,Halichoeres,4,,OzFish,False,False,473
Halichoeres chloropterus,Labridae,Halichoeres,4,,OzFish,False,False,474
Halichoeres biocellatus,Labridae,Halichoeres,4,,OzFish,False,False,475
Cirrhitichthys oxycephalus,Cirrhitidae,Cirrhitichthys,4,,OzFish,False,False,476
Diodon hystrix,Diodontidae,Diodon,4,,OzFish,False,False,477
Ctenochaetus binotatus,Acanthuridae,Ctenochaetus,4,,OzFish,False,False,478
Glaucosoma magnificum,Glaucosomatidae,Glaucosoma,4,,OzFish,False,False,479
Naso tonganus,Acanthuridae,Naso,4,,OzFish,False,False,480
Neotrygon leylandi,Dasyatidae,Neotrygon,2,,OzFish,False,False,481
Xanthichthys auromarginatus,Balistidae,Xanthichthys,2,,OzFish,False,False,482
Upeneus moluccensis,Mullidae,Upeneus,2,,OzFish,False,False,483
Upeneus sundaicus,Mullidae,Upeneus,2,,OzFish,False,False,484
Acanthurus fowleri,Acanthuridae,Acanthurus,2,,OzFish,False,False,485
Aetobatus ocellatus,Myliobatidae,Aetobatus,2,,OzFish,False,False,486
Acanthurus thompsoni,Acanthuridae,Acanthurus,2,Thompson's surgeonfish,OzFish,False,False,487
Neoglyphidodon nigroris,Pomacentridae,Neoglyphidodon,2,,OzFish,False,False,488
Himantura granulata,Dasyatidae,Himantura,2,,OzFish,False,False,489
Hemitriakis falcata,Triakidae,Hemitriakis,2,,OzFish,False,False,490
Leptoscarus vaigiensis,Scaridae,Leptoscarus,2,,OzFish,False,False,491
Parapercis queenslandica,Pinguipedidae,Parapercis,2,,OzFish,False,False,492
Parupeneus crassilabris,Mullidae,Parupeneus,2,,OzFish,False,False,493
Parastromateus niger,Carangidae,Parastromateus,2,,OzFish,False,False,494
Lutjanus decussatus,Lutjanidae,Lutjanus,2,Checkered snapper,OzFish,False,False,495
Myripristis kuntee,Holocentridae,Myripristis,2,,OzFish,False,False,496
Parapercis haackei,Pinguipedidae,Parapercis,2,,OzFish,False,False,497
Meiacanthus luteus,Blenniidae,Meiacanthus,2,,OzFish,False,False,498
Melichthys indicus,Balistidae,Melichthys,2,,OzFish,False,False,499
Lethrinus semicinctus,Lethrinidae,Lethrinus,2,,OzFish,False,False,500
Tylosurus gavialoides,Belonidae,Tylosurus,2,,OzFish,False,False,501
Ostorhinchus rueppellii,Apogonidae,Ostorhinchus,2,,OzFish,False,False,502
Netuma thalassina,Ariidae,Netuma,2,,OzFish,False,False,503
Sargocentron caudimaculatum,Holocentridae,Sargocentron,2,,OzFish,False,False,504
Pseudocheilinus hexataenia,Labridae,Pseudocheilinus,2,,OzFish,False,False,505
Ptereleotris grammica,Microdesmidae,Ptereleotris,2,,OzFish,False,False,506
Plectorhinchus gibbosus,Haemulidae,Plectorhinchus,2,,OzFish,False,False,507
Plectroglyphidodon leucozonus,Pomacentridae,Plectroglyphidodon,2,,OzFish,False,False,508
Plectropomus leopardus,Serranidae,Plectropomus,2,,OzFish,False,False,509
Psammoperca waigiensis,Latidae,Psammoperca,2,,OzFish,False,False,510
Epinephelus faveatus,Percichthyidae,Epinephelus,2,,OzFish,False,False,511
Epinephelus lanceolatus,Serranidae,Epinephelus,2,,OzFish,False,False,512
Chromis fieldi,Pomacentridae,Chromis,2,,OzFish,False,False,513
Pseudocheilinus octotaenia,Labridae,Pseudocheilinus,2,,OzFish,False,False,514
Epinephelus macrospilos,Serranidae,Epinephelus,2,,OzFish,False,False,515
Decapterus russelli,Carangidae,Decapterus,2,,OzFish,False,False,516
Ptereleotris heteroptera,Microdesmidae,Ptereleotris,2,,OzFish,False,False,517
Ecsenius bicolor,Blenniidae,Ecsenius,2,,OzFish,False,False,518
Elops hawaiensis,Elopidae,Elops,2,,OzFish,False,False,519
Epinephalis tauvina,Serranidae,Epinephalis,2,,OzFish,False,False,520
Chromileptes altivelis,Serranidae,Chromileptes,2,,OzFish,False,False,521
Chilomycterus reticulatus,Diodontidae,Chilomycterus,2,,OzFish,False,False,522
Sargocentron rubrum,Holocentridae,Sargocentron,2,,OzFish,False,False,523
Sargocentron tiere,Holocentridae,Sargocentron,2,,OzFish,False,False,524
Chromis ternatensis,Pomacentridae,Chromis,2,,OzFish,False,False,525
Pygoplites diacanthus,Pomacanthidae,Pygoplites,2,,OzFish,False,False,526
Sarda orientalis,Scombridae,Sarda,2,,OzFish,False,False,527
Canthigaster coronata,Tetraodontidae,Canthigaster,2,,OzFish,False,False,528
Cheilodipterus macrodon,Apogonidae,Cheilodipterus,2,,OzFish,False,False,529
Bodianus mesothorax,Labridae,Bodianus,2,,OzFish,False,False,530
Siganus punctatissimus,Siganidae,Siganus,2,,OzFish,False,False,531
Carcharhinus brevipinna,Carcharhinidae,Carcharhinus,2,,OzFish,False,False,532
Chaetodon oxycephalus,Chaetodontidae,Chaetodon,2,,OzFish,False,False,533
Scarus scaber,Scaridae,Scarus,2,,OzFish,False,False,534
Cephalopholis nigripinnis,Serranidae,Cephalopholis,2,,OzFish,False,False,535
Cephalopholis spiloparaea,Serranidae,Cephalopholis,2,,OzFish,False,False,536
Balistes viridescens,Balistidae,Balistes,2,,OzFish,False,False,537
Aspidontus taeniatus,Blenniidae,Aspidontus,2,,OzFish,False,False,538
Arothron stellatus,Tetraodontidae,Arothron,2,,OzFish,False,False,539
Aprion viriscens,Lutjanidae,Aprion,2,,OzFish,False,False,540
Aphareus rutilans,Lutjanidae,Aphareus,2,,OzFish,False,False,541
Apogon doederleini,Apogonidae,Apogon,2,,OzFish,False,False,542
Canthigaster valentini,Tetraodontidae,Canthigaster,2,,OzFish,False,False,543
Stegastes insularis,Pomacentridae,Stegastes,2,,OzFish,False,False,544
Sphyrna mokarran,Sphyrnidae,Sphyrna,2,,OzFish,False,False,545
Stegastes albifasciatus,Pomacentridae,Stegastes,2,,OzFish,False,False,546
Anampses twistii,Labridae,Anampses,2,,OzFish,False,False,547
Amblyglyphidodon leucogaster,Pomacentridae,Amblyglyphidodon,2,,OzFish,False,False,548
Thalassoma septemfasciatum,Labridae,Thalassoma,2,,OzFish,False,False,549
Trachinotus blochii,Carangidae,Trachinotus,2,,OzFish,False,False,550
Acanthochromis polyacanthus,Pomacentridae,Acanthochromis,2,,OzFish,False,False,551
Zoramia viridiventer,Apogonidae,Zoramia,2,,OzFish,False,False,552
